Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
329,16655001,"Malyshev Danil","2026-08-09 08:20:12",87.435,6,malyshevdanil
330,16624301,"Star NaC1","2026-08-09 11:16:37",87.435,10,starnac1
331,16600042,khursani,"2026-08-09 06:01:41",87.390,8,khursani8
332,16659547,"Wancheng Liu","2026-08-09 13:33:07",87.390,5,lwc0706
333,16548462,liukaili,"2026-08-07 06:51:03",87.390,1,liukaili
334,16305313,"Mathurin Ache","2026-08-08 20:19:45",87.390,2,mathurinache
335,16316577,Speed,"2026-08-09 12:24:49",87.390,7,caoyupeng
336,16596548,"Pulak Kanti Bhowmick","2026-08-09 13:15:17",87.390,1,pulakkantibhowmick
337,16549216,1m0ke,"2026-08-07 07:04:11",87.390,4,smokelate
338,16308465,"Otmane Elmahda","2026-08-08 18:46:12",87.380,6,otmaneelmahda
339,16616793,aira666,"2026-08-09 03:38:53",87.375,5,aira666
340,16317885,"Bryan Pauze","2026-08-09 00:01:10",87.345,10,bryanpauze
341,16470933,"HaoYu Zhuang","2026-08-09 01:06:01",87.345,2,haoyuzhuang
342,16323771,blackseashark@gcvt,"2026-08-08 16:06:50",87.345,1,"blackseasharkgcvt,kageryo,shreyjauhari,trushti,wangchiawei"
343,16388788,"Cho Royou","2026-08-08 23:57:56",87.345,4,ngyzly
344,16370915,恋言(regonn)🍵,"2026-08-10 01:29:54",87.345,15,regonn
345,16426714,LegendaryGM,"2026-08-09 04:30:07",87.345,1,"legendarygm,wliilamsam"
346,16587188,SrinivasR,"2026-08-07 19:03:51",87.300,2,skr1125
347,16645889,tanadai,"2026-08-07 16:00:22",87.300,1,da0516
348,16570771,Sophie555,"2026-08-09 02:56:22",87.300,2,sophie555
349,16578007,"Sushanth Tiruvaipati","2026-08-09 04:35:27",87.300,12,sushanthtiruvaipati
0,16693401,"miracle hat","2026-08-09 02:50:36",87.255,1,miraclehat
350,16315812,Niclo,"2026-08-08 10:06:48",87.255,5,midcarryhz
351,16366080,"Grzegorz Sionkowski","2026-08-07 05:43:09",87.255,1,sionek
352,16561928,"Whyme Labs","2026-08-09 04:10:43",87.255,3,whymelabs
353,16307728,"Dr Chandrasen Pandey","2026-08-09 19:50:56",87.255,6,devchandra
354,16387570,"Arizal Muluk","2026-08-09 09:20:47",87.250,11,arizalfirdaus123
355,16323831,Fmind,"2026-08-09 06:24:05",87.245,11,freaxmind
356,16395905,"Abhi #2","2026-08-09 10:18:57",87.240,6,zeroday19
357,16692558,Aurelio,"2026-08-08 20:38:09",87.210,1,resalomone
358,16578125,XiaoZhiren,"2026-08-09 03:35:47",87.210,3,xiaozhiren
359,16358948,"Howon Kang","2026-08-09 12:10:52",87.210,3,howonkang
360,16542252,"Umut Keltek","2026-08-09 23:33:53",87.210,12,umutkeltek
361,16614819,pyc2690,"2026-08-09 17:02:09",87.210,9,pyc2690
362,16324342,4eta,"2026-08-07 15:32:59",87.165,5,bio4eta
363,16514654,Lixin73,"2026-08-08 01:19:41",87.165,3,lixin73
364,16445842,alidogankaya,"2026-08-09 17:42:20",87.165,7,alidogankaya
365,16492690,"Daedalus Armour","2026-08-09 03:41:49",87.165,13,"dejavucry,dumycdarren,liveyt2998"
366,16370300,CoorDi,"2026-08-09 10:33:27",87.165,4,bxy0125
367,16672957,"haonan zhengh","2026-08-09 03:27:55",87.155,10,haonanzhengh
368,16401853,"Anton Popov","2026-08-07 10:08:36",87.120,5,calmscout
369,16683890,ss,"2026-08-07 20:50:13",87.120,1,forest2026
370,16651390,konbu17,"2026-08-08 05:31:16",87.120,5,konbu17
371,16341734,"Maxim Batykovich","2026-08-09 08:31:18",87.120,1,maximbatykovich
372,16488152,Boiled-Sweet-Potato,"2026-08-09 00:55:03",87.105,7,boiledsweetpotato
373,16607293,xiaoyukun1,"2026-08-09 01:04:11",87.095,15,xiaoyukun1
374,16306534,Dawn_gamma,"2026-08-09 03:50:42",87.075,2,dawngamma
375,16553121,"Sho Okiyama M.D.","2026-08-10 00:02:23",87.075,15,shookiyama
376,16587597,"Alejandro Rendon B.","2026-08-09 15:37:43",87.075,5,alejandrorendonblan
377,16307040,BokingChen,"2026-08-07 08:39:21",87.075,1,chenbaoying
378,16602936,Shuiys,"2026-08-09 07:37:14",87.075,3,"egolego,fandesai,geocag,wangziming6,ysshui"
379,16674815,Bishalroy999,"2026-08-09 18:18:19",87.070,6,bishalroy999
380,16305048,Ali,"2026-08-09 19:01:11",87.070,1,asalhi
381,16644778,KhalidElsoghir,"2026-08-09 22:30:10",87.035,11,khalidelsoghir0
382,16631950,"TOMOKI O.","2026-08-09 05:51:20",87.030,1,tomoki0
383,16632338,"Qiao Zirui","2026-08-09 09:57:30",87.030,2,qiaozirui
384,16311512,"nk for work","2026-08-09 02:23:30",86.985,10,nkforwork
385,16664223,"Maximilian Hagl","2026-08-09 18:59:56",86.970,11,maximilianhagl12
386,16369001,"Seok, Jeongeum","2026-08-09 10:03:44",86.940,10,seokjeongeum
387,16306680,Shiner,"2026-08-09 05:18:55",86.940,5,judith007
388,16512485,"Venkat Balaji S","2026-08-08 13:31:57",86.940,2,dataarthur
389,16424644,"Tony Y.","2026-08-09 00:25:01",86.940,2,tonyyy
390,16486225,QYQ1693,"2026-08-09 05:56:04",86.940,1,qyq1693
391,16671968,hidenov,"2026-08-10 00:32:39",86.895,5,hidenov
392,16640722,linyifangzhenshuai,"2026-08-09 16:21:24",86.895,14,linyifangzhenshuai
393,16554911,"Hossein Shad Manaman","2026-08-09 09:15:18",86.895,3,hosseinshadmanaman
394,16660874,"liqin fei 2005","2026-08-08 18:08:09",86.850,8,liqinfei2005
395,16382069,hasibirok0,"2026-08-09 11:15:07",86.850,5,hasibirok0
396,16306916,xsong2020,"2026-08-09 05:41:44",86.850,2,xstargate
397,16413487,MaybeIcanShow,"2026-08-09 13:08:41",86.825,3,upczbw
398,16672350,Chukunder,"2026-08-09 03:57:35",86.820,4,"farbricated,sarikajivrajika"
399,16584675,malone001,"2026-08-09 02:50:59",86.805,7,malone001
400,16317876,StephenNedumpally,"2026-08-09 02:48:09",86.805,1,stephennedumpally
401,16683518,ItzRustam,"2026-08-09 07:03:42",86.805,4,rustambhadouriya
402,16564340,Leolazz,"2026-08-08 20:20:22",86.775,6,leolazz
403,16555508,62326368,"2026-08-09 19:48:46",86.760,7,mooniim
404,16328843,"Adhiraj Jagtap","2026-08-08 18:06:29",86.715,3,adhirajjagtap
405,16680901,"Oussama Abdaoui","2026-08-09 05:30:22",86.715,11,oussamaabdaoui
406,16641125,TakT,"2026-08-09 10:12:15",86.715,3,tmktks
407,16313406,"Gregory L.","2026-08-09 07:52:48",86.715,4,lgregory
408,16684698,FinalSunFlower,"2026-08-10 00:01:25",86.715,17,finalsunflower
409,16666459,ShelterW,"2026-08-07 17:29:26",86.685,1,shelterw
410,16372327,X.X,"2026-08-07 15:01:26",86.670,2,mikeintokyo
411,16329105,"Jiaqi Hu","2026-08-09 08:17:12",86.670,4,hlgendr
412,16326507,a14iiiii,"2026-08-09 16:26:37",86.640,7,a14iiiii
413,16675245,YUKRUB,"2026-08-08 04:28:56",86.625,3,yukrub
414,16388010,"kwon yong deuk","2026-08-09 06:46:28",86.625,10,kwonyongdeuk
415,16345401,"Andrew See","2026-08-09 17:14:59",86.605,3,andrewfranklinsee
416,16578960,"Jule Yau","2026-08-09 11:16:17",86.580,10,juleyau
417,16588071,cf696666,"2026-08-07 17:26:05",86.535,2,cf33333
418,16691955,AlbanMaurel7,"2026-08-08 18:45:25",86.535,3,albanmaurel7
419,16425705,hisatarosu,"2026-08-09 05:07:18",86.535,5,tomako4390
420,16481518,"A. R. SEKKAT","2026-08-09 10:53:31",86.490,14,arsekkat
421,16689176,"Agnel Vishal","2026-08-08 09:33:51",86.490,2,agnelvishal
422,16693790,kyoto-bt,"2026-08-09 05:46:07",86.490,1,kyotobt
423,16549278,"Kunal Desale","2026-08-09 07:25:35",86.490,2,kunaldesale2408
424,16311234,FOYSAL,"2026-08-08 17:16:45",86.445,5,foysalemonshanto
425,16591434,"Eric Keller","2026-08-09 02:02:39",86.445,2,erickeller2
426,16545030,Pang1101,"2026-08-09 07:28:05",86.445,12,pang1101
427,16337188,"Subin An","2026-08-09 14:09:16",86.380,10,subinium
428,16363836,"AI SECURITY","2026-08-09 18:44:01",86.310,5,"dheerajhack,nikhiltale,prajwalsutar"
429,16368543,"Ankith Savio","2026-08-08 21:31:05",86.310,1,weedoo
430,16631739,Ibtisam390,"2026-08-07 09:08:24",86.265,1,ibtisam390
431,16325260,"Cam-Luan Truong","2026-08-07 07:11:47",86.265,1,luantruong
432,16490526,"Ragesh Thangaraj","2026-08-09 03:33:04",86.265,6,rageshthangaraj
433,16322930,chuheaiaiai,"2026-08-09 19:20:28",86.240,15,chuheaiaiai
434,16641052,dairatom,"2026-08-09 06:14:20",86.220,4,dairatom
435,16642303,"CARLOS CAADA ROSTRO","2026-08-09 15:57:49",86.210,2,carloscaadarostro
436,16633288,RuiKimura4,"2026-08-09 19:09:36",86.175,9,ruikimura4
437,16543275,"Haixiang Xu","2026-08-08 06:18:36",86.175,1,haixiangalex
438,16308306,"zhuo wamg","2026-08-09 13:45:25",86.175,1,zhuowamg
439,16631036,"hanwen zhang","2026-08-09 13:35:08",86.175,6,zhw12345678
440,16603864,"Xiangchen Li","2026-08-09 03:25:32",86.175,1,xiangchenli07
441,16318013,"Jacky Chan","2026-08-08 00:44:00",86.165,4,jhkchan
442,16635687,"Viet-Anh NGUYEN","2026-08-09 01:29:31",86.130,15,vietanhdev
443,16630590,EndeavourRyo,"2026-08-09 03:07:36",86.120,1,endeavourryo
444,16305617,"Altman: ALTernative to huMAN??","2026-08-09 01:58:10",86.045,1,nihilisticneuralnet
445,16508245,"Ashwin Tewary","2026-08-07 16:52:09",86.040,1,cosmicmap
446,16691559,HXS-CF13,"2026-08-09 12:52:57",86.040,4,hxscf13
447,16322826,"Kun Zhang","2026-08-09 04:20:07",86.040,10,beicicc
448,16689752,"Li Xinze73","2026-08-09 09:32:31",86.015,4,lixinze73
449,16589838,"Andrew Harlen","2026-08-09 20:26:02",86.005,6,harlenka
450,16536344,"Игорь Жаров","2026-08-09 10:24:46",85.995,15,flexonafft
451,16658794,"Tanaka Ai24","2026-08-09 14:04:04",85.995,8,tanakaai24
452,16584005,"Đàm Trọng Tuyên","2026-08-08 06:19:27",85.980,5,damtrongtuyen
453,16471307,ZengHL,"2026-08-09 12:49:31",85.950,3,marshjff
454,16429059,DGP015,"2026-08-08 04:18:58",85.950,4,dgp015
455,16634632,"Sreyas Sawant","2026-08-09 07:24:24",85.950,4,sreyas030401
456,16590589,"Sai Teja Bandaru","2026-08-07 11:53:43",85.905,1,saitejabandaruin
457,16324131,yuki16,"2026-08-09 01:31:00",85.860,3,yuki16
458,16482142,zentropy,"2026-08-08 15:04:40",85.815,10,jessky
459,16405297,"BNBU YUXIANG Jiang","2026-08-08 02:26:28",85.815,2,yuxiang328
460,16461795,"Kerem Ercin","2026-08-09 18:45:02",85.815,4,keremercin
461,16304885,john,"2026-08-08 10:36:23",85.815,4,jaejohn
462,16415814,"Panagiotis Toloudis","2026-08-09 09:38:50",85.815,5,panagiotistoloudis
463,16407072,Skyroot,"2026-08-08 20:15:36",85.770,6,litterboy
464,16309336,"Rafael G","2026-08-09 14:39:09",85.770,1,rafaeldsjhkas
465,16557953,"Tianyun Z","2026-08-08 00:45:21",85.750,2,zhangtianyun
466,16561375,Dr_F,"2026-08-08 02:52:21",85.725,3,algebraictopology
467,16304665,Will,"2026-08-08 07:51:06",85.725,6,wguesdon
468,16374143,taopy2,"2026-08-08 17:22:41",85.725,5,taopy2
469,16531041,jhchun,"2026-08-07 14:29:48",85.680,1,roha2i
470,16462776,"Team Name*","2026-08-09 15:19:40",85.680,2,jiaruicao7
471,16609686,shuozhao,"2026-08-09 12:43:22",85.635,12,shuozhaoxiaobai
472,16672787,Debmalya,"2026-08-09 07:15:38",85.630,6,debmalya84
473,16371909,ZIRENLI-001,"2026-08-08 09:44:20",85.585,1,zirenli0000
474,16677578,fengxing,"2026-08-08 01:19:19",85.570,5,fengstar
475,16532550,"Aurora wy","2026-08-09 00:20:31",85.570,10,"aurorawy,wyz8888"
476,16620953,"Dhavan Shah","2026-08-08 22:01:33",85.545,1,dhavanshah99
477,16688861,"beginner's luck","2026-08-09 11:52:19",85.545,8,"naohs01,tropicalbanana"
478,16683062,xiaoyi116,"2026-08-09 14:13:05",85.545,11,xiaoyi116
479,16645389,"Alex Roubinchtein","2026-08-09 20:04:57",85.505,1,alexroubinchtein
480,16664345,"Shiyuan Wang","2026-08-07 04:46:06",85.500,1,"longze666,ricardoevolto,zaferliu,zengzhen6"
481,16569817,chovy11,"2026-08-09 04:29:20",85.500,15,"smallvv,tangai1,xhioer"
482,16306605,greyhound,"2026-08-09 15:55:01",85.500,1,tapaskd123
483,16663714,Ojaswy,"2026-08-09 18:58:36",85.455,13,ojaswy
484,16561893,"Muh Amri Sidiq","2026-08-09 08:00:20",85.455,2,amri11
485,16491067,"Vladislav Kolesov","2026-08-08 15:50:52",85.455,2,vladislavkolesov
486,16433591,"Sirui Zeng","2026-08-09 02:48:42",85.420,14,siruizeng
487,16515254,YuYamada,"2026-08-07 05:42:56",85.410,2,yuyamada0917
488,16688371,胡萝卜,"2026-08-08 02:07:42",85.410,1,carrotvc
489,16486934,"Duc Nam Phan","2026-08-09 10:50:48",85.410,8,ducnamphan
490,16589424,"Yaroslav Tanko","2026-08-09 11:06:38",85.410,5,yaroslavtanko
491,16645769,"Estella Cheng","2026-08-08 13:37:16",85.405,5,estellacheng0418
492,16306995,"Kevin E R MILLE","2026-08-09 07:12:06",85.385,1,kevinermille
493,16482843,"Samrish B","2026-08-09 14:53:47",85.385,2,samrishb
494,16694411,"Chonky Coder","2026-08-09 07:45:21",85.365,1,aadigupta7686
495,16608526,孙毅,"2026-08-08 12:58:40",85.320,10,sunyix01
496,16305384,"Roman Rozen","2026-08-08 17:55:02",85.320,1,romanrozen
497,16671528,yamadan96,"2026-08-09 18:10:31",85.320,8,yamadan96
498,16578996,Lazyman,"2026-08-09 16:26:05",85.300,4,lazyman
499,16317373,"Dinesh kumar Thiyagarajan","2026-08-09 08:03:09",85.280,7,dineshkumar0705
500,16608578,abdBrandon,"2026-08-07 17:03:45",85.275,5,abdbrandon
501,16606489,"Daniel solo","2026-08-09 18:18:54",85.275,1,danielsolo1770
502,16314157,sukirman,"2026-08-09 22:01:28",85.250,1,rakbidb
503,16313967,Jeryos,"2026-08-08 11:13:12",85.230,1,joulskaf
504,16378320,Xander,"2026-08-09 05:01:20",85.225,1,canqiang
505,16468732,"Sathwik Chinthakayala","2026-08-08 02:05:10",85.185,2,sathwikchinthakayala
506,16323632,Samsay24,"2026-08-08 07:46:19",85.185,1,samsay23
507,16574965,gakuma,"2026-08-09 03:00:11",85.185,5,takedagaku
508,16395937,"Yusaku Muroya","2026-08-10 00:02:20",85.185,9,ymuroya47
509,16380208,"Ghazaros Barseghyan","2026-08-09 13:36:06",85.185,4,"dav123dav,ghazarosbarseghyan91"
510,16343001,"Brahim \b","2026-08-08 13:00:39",85.165,1,brahimbrah
511,16694121,"Alex #2","2026-08-09 06:39:22",85.140,1,alex789
512,16673750,vortexash,"2026-08-09 09:09:19",85.110,3,ashishlepcha
513,16657456,"Jack Deng","2026-08-07 05:46:21",85.095,5,jackdeng123
514,16516578,v-attack,"2026-08-08 10:41:29",85.095,4,victorogobi
515,16613789,z403403,"2026-08-08 15:05:48",85.095,4,z403403
516,16314848,geolearnerr,"2026-08-09 16:20:17",85.095,2,geokocha
517,16368974,naphthalene,"2026-08-09 12:58:24",85.095,10,"aaa0342,minjek"
518,16668278,"Kimyang Mao","2026-08-10 08:10:27",85.050,3,kimyangmao
519,16654745,Mike,"2026-08-08 13:46:26",85.005,7,michaelhabib
520,16492810,"Rustam Bazarbayev","2026-08-09 17:25:53",85.005,6,rustambazarbayev
521,16590045,"Tatu Helander","2026-08-09 05:32:18",84.985,3,tatuhelander
522,16437331,"WEI QIANQIAN","2026-08-09 14:19:51",84.945,9,bystanderq
523,16644650,"XU HAO","2026-08-07 06:18:29",84.870,4,xuhao1990
524,16657552,"Silje Pettersson","2026-08-09 06:23:19",84.870,14,siljepettersson
525,16507118,fanmili,"2026-08-07 07:10:25",84.825,5,fanmili
526,16635815,"Hou Boping","2026-08-08 14:21:05",84.780,5,flintsoton
527,16368695,oOoOoO,"2026-08-08 23:46:19",84.780,1,ryosketchbook2007
528,16611014,pllinas,"2026-08-07 16:39:17",84.750,5,pllinas
529,16685363,doublek,"2026-08-07 14:08:02",84.735,1,doublek
530,16641285,"Li WangXin","2026-08-09 11:20:04",84.735,8,liwangxin
531,16305303,islet,"2026-08-09 00:14:10",84.720,14,kojimar
532,16598255,HWSLandDFTX8,"2026-08-08 10:05:20",84.690,10,hwslanddftx8
533,16389351,"Xuebin Zheng","2026-08-09 05:39:27",84.690,5,jensonai
534,16307007,"Santiago Maniches","2026-08-09 14:00:47",84.690,10,santmani
535,16662980,"Shashwat Bajpai","2026-08-09 01:48:45",84.685,15,shashwat1729
536,16553775,"takuya hgiashi","2026-08-09 19:40:08",84.670,4,"kentooonishi,kodaitaiyama,takuyahgiashi,tsunatonakai,yewangmerl"
537,16536361,"Murali Krishna Guggilla","2026-08-09 14:23:09",84.670,3,muraliguggilla
538,16448855,Pablo,"2026-08-09 13:27:13",84.665,2,lanteluons
539,16686306,"Ali mohon","2026-08-07 16:15:52",84.600,1,alimohon
540,16596926,"Adil Khabibullin","2026-08-07 20:02:04",84.600,1,adilkhabibullin
541,16675847,radiant-allomancer,"2026-08-09 21:28:04",84.600,12,radiantallomancer
542,16667494,jinxichen,"2026-08-07 11:48:42",84.565,2,jinxichen11
543,16624793,Sylvia47,"2026-08-09 04:42:28",84.555,15,sylvia47
544,16549697,"Cleanor Labs","2026-08-10 09:31:53",84.555,8,cleanorlabs
545,16498866,"Alexandr Shavaliev","2026-08-08 04:14:57",84.555,4,alexandr1309
546,16672296,"Chirag Bhatnagar","2026-08-09 14:06:27",84.555,4,chiragbhatn
547,16329125,"Jin Niu","2026-08-09 07:19:13",84.545,12,gufanmingmie
548,16576019,"yatao wang","2026-08-07 07:30:19",84.510,2,yataowang
549,16683350,"Yujie Fu","2026-08-07 08:48:43",84.510,4,batchbase
550,16602850,nikitagrover,"2026-08-09 14:33:13",84.510,4,nikgrover25082006
551,16692476,neoistheone,"2026-08-08 18:38:56",84.465,1,neoistheone
552,16603936,"Yong Ming-Jia","2026-08-09 09:27:29",84.430,4,ymingj
553,16682942,kawhi0.0,"2026-08-09 14:27:06",84.420,2,kawhi00
554,16609984,Kanny912,"2026-08-09 03:15:58",84.420,8,kanny912
555,16329957,"Göther Labs","2026-08-08 16:15:03",84.420,5,"jpalenzuela,juanjfndz"
556,16615735,"elegantangel (628700)","2026-08-09 08:34:57",84.375,3,elegantangel
557,16561826,Teolian,"2026-08-08 15:32:25",84.375,5,teolian
558,16656409,jameshong44,"2026-08-08 22:19:08",84.375,3,jameshong44
559,16488673,chris,"2026-08-09 08:55:15",84.375,2,"needler,tarik9418"
560,16679928,pwdh2026,"2026-08-09 13:09:16",84.330,4,pwdh2026
561,16493400,DongShangYu,"2026-08-09 10:03:32",84.330,12,dongshangyu
562,16635038,"Ricky #2","2026-08-08 00:05:01",84.305,6,suprasm
563,16347543,"Athena's Owls","2026-08-08 23:39:30",84.285,10,"kyrenic,lillianselonick"
564,16407781,韦贺文,"2026-08-08 02:39:39",84.240,5,lokamoonbow
565,16516990,"Chenxi Zhao21","2026-08-09 09:04:24",84.150,15,chenxizhao21
566,16603303,"Kyle Wang","2026-08-08 02:44:06",84.150,5,ky1ewan9
567,16691685,"Aaryan Agarwal","2026-08-09 21:05:04",84.150,1,aaryanagarwal
568,16599317,hseldon,"2026-08-09 16:28:43",84.120,7,hseldon
569,16694283,Toru59er,"2026-08-09 07:16:46",83.970,1,toru59er
570,16569901,alphago700,"2026-08-08 03:12:37",83.950,3,alphago700
571,16514256,"John Park","2026-08-09 01:54:02",83.945,15,sigint
572,16548317,FXXXXXR,"2026-08-08 07:24:37",83.925,5,fxxxxxr
573,16671052,yuhai,"2026-08-08 12:07:17",83.905,1,yuhaichina
574,16327088,YALICKJ,"2026-08-07 04:51:10",83.880,1,yalickj
575,16435103,l'rug,"2026-08-09 21:47:31",83.850,3,sdfsfsfsdf
576,16685921,kk.sky.9k,"2026-08-09 04:24:00",83.835,6,kksky9k
577,16533797,"tianwen zhang1","2026-08-09 15:36:53",83.795,14,tianwenzhang1
578,16611437,June_mk,"2026-08-09 18:27:37",83.790,6,jungoto
579,16434822,APPLE_NEWTON,"2026-08-08 16:38:02",83.790,8,"rajveersrajput080,suyashdiamond1,venyarajput"
580,16685754,mekduy,"2026-08-07 14:50:58",83.745,3,mekduy
581,16375239,"Anas Riaz","2026-08-07 22:24:04",83.745,1,anasriaz
582,16446796,"FasterYouChase FasterIRun","2026-08-09 06:33:07",83.700,2,icoguser
583,16676468,"Bruce Chen","2026-08-09 17:05:48",83.655,7,yanshu911
584,16327761,k.mas,"2026-08-09 11:54:08",83.610,2,kgethimas
585,16692325,"Ryan Shan","2026-08-08 18:01:56",83.565,1,codegold
586,16645571,PRISM,"2026-08-09 23:50:25",83.475,10,sangminlee09
587,16458250,DarylzDD,"2026-08-07 04:46:43",83.430,2,"darylzdd,david20001010"
588,16578318,CindyWang0425,"2026-08-07 22:10:15",83.430,2,cindywang0425
589,16584349,kilin173,"2026-08-09 16:32:16",83.430,4,"kilin173,oliverwp,xmkevin2004"
590,16339905,zigiella,"2026-08-09 20:59:02",83.385,10,zigiella
591,16688146,"Lujia Liang","2026-08-09 12:09:08",83.250,6,lujialiang123
592,16585525,"Raoul Biagioni","2026-08-09 08:05:17",83.250,12,raoulbiagioni
593,16675882,Noir,"2026-08-08 13:16:18",83.205,3,nuitnoir
594,16688360,"Ngo Trung","2026-08-09 12:20:24",83.170,10,trungngotdt
595,16597233,"Navneeth Dhamotharan","2026-08-08 16:24:00",83.160,3,navneethdhamotharan
596,16319755,"jorge fabian avila","2026-08-08 00:38:22",83.140,1,jorgefabianavila
597,16315687,"Dhanvin sureshareddy","2026-08-09 18:59:31",83.070,7,dhanvinsureshareddy
598,16606201,"Nurmukhamed Ashekey","2026-08-07 05:18:09",82.935,1,nurmukhamedashekey
599,16317548,Haumea,"2026-08-08 16:16:41",82.935,2,"chaitanyagullapalli,marutiharsha"
600,16554060,hongzhouzhou,"2026-08-10 00:36:39",82.890,10,afterrain42
601,16553460,"Baiqing Wang","2026-08-09 15:35:18",82.800,7,wangbqbqbq
602,16500608,walkrunfly,"2026-08-09 09:35:21",82.700,4,walkrunfly
603,16669370,"Fabian Friedland","2026-08-08 16:24:44",82.665,1,fabotelli
604,16425547,hikarinosenshi,"2026-08-09 02:20:02",82.665,2,hikarinosensh1
605,16429518,THTennant,"2026-08-09 21:46:50",82.620,3,thtennant
606,16325001,"Kunal Sharma","2026-08-08 20:32:52",82.585,1,kunalsharma0x
607,16398169,YuKongze,"2026-08-08 08:29:57",82.575,6,yukongze
608,16557048,"Yash Bishnoi","2026-08-09 16:44:19",82.530,1,yashbishnoi98
609,16624016,Creoje,"2026-08-09 04:19:20",82.440,4,creoje
610,16671693,lemon13418,"2026-08-09 11:34:28",82.440,8,lemon13418
611,16325197,"Ahmed Mobasher","2026-08-10 00:05:20",82.350,15,ahmedmobasher86
612,16682161,jwj1342,"2026-08-09 16:34:07",82.300,4,"ccwinter,cybh404,jwj1342,liaodid,ninthart"
613,16315975,"Abdalrahman mohamed","2026-08-08 14:54:50",82.285,1,abdalrahmanmohamed3
614,16408262,"Kevin Cao","2026-08-09 16:16:30",82.260,3,kevincao2
615,16387858,"Dante Lok","2026-08-08 06:47:44",82.215,1,dantelok
616,16376528,"Jazmyn Creamer","2026-08-09 17:43:04",82.215,5,jazmyncreamer
617,16401477,betterme,"2026-08-08 15:16:56",82.125,1,betterme12345
618,16607547,minhtrix,"2026-08-09 15:22:16",82.080,6,minhtri93
619,16324455,VectorHaochenZhao,"2026-08-09 06:15:17",82.010,2,vectorhaochenzhao
620,16559578,"Tashfik Salehin","2026-08-09 16:13:42",81.990,3,tashfiksalehin
621,16557535,allenWuuu66,"2026-08-09 02:20:00",81.945,3,allenwuuu66
622,16427065,"Igor V","2026-08-09 07:22:18",81.905,15,rostigor
623,16674606,"Fire Bird","2026-08-09 21:24:38",81.900,3,xuanleekaggle
624,16541805,"RUI HE123","2026-08-07 10:44:01",81.875,1,ruihe123
625,16418465,Yuto.M,"2026-08-09 16:33:04",81.855,15,yutomuroshima
626,16695266,"Brian Mwangi","2026-08-09 14:58:14",81.630,2,blackseed
627,16432502,"Prashanna Developer","2026-08-09 05:12:14",81.580,5,prashannadeveloper
628,16585829,goh,"2026-08-09 00:43:54",81.540,3,bungohatayama
629,16573697,"Abderrahim Kabil","2026-08-09 13:00:58",81.510,4,kabilrh
630,16683431,Arvin,"2026-08-07 08:44:09",81.450,1,chesterx
631,16662097,Aarnav5037,"2026-08-09 11:19:33",81.405,3,aarnav5037
632,16393206,tf,"2026-08-09 13:18:05",81.180,5,tfukuhara
633,16314517,Santhana,"2026-08-09 01:46:50",81.090,5,santhanalekshmic
634,16603306,Bruce,"2026-08-08 11:26:57",81.055,1,bruceqdu
635,16483386,"Yousthoninsakd Rith","2026-08-09 00:37:45",81.045,10,yousthoninsakdrith
636,16421851,ChrisLeiteScha,"2026-08-07 22:37:48",81.015,5,chrisleitescha
637,16590105,"JeongHun Lee","2026-08-08 05:56:26",81.005,5,jeonghunlee07
638,16373661,0,"2026-08-08 08:51:04",81.000,1,patricklaokul
639,16675198,zhaohongSSR,"2026-08-09 15:43:00",81.000,5,zhaohongssr
640,16656302,"Bocen Li","2026-08-09 12:09:56",80.955,7,bocenli
641,16697098,mmcuda,"2026-08-09 17:29:02",80.910,1,mmcuda
642,16415997,"Diptyajit Das","2026-08-09 17:33:28",80.890,10,diptyajitdas
643,16374933,"Pawan Rama Mali","2026-08-09 07:00:45",80.850,3,pawanmali
644,16567674,"Minghao Pang","2026-08-08 02:05:26",80.820,2,minghaopang
645,16619868,"Mate Papava","2026-08-08 15:53:20",80.640,5,matepapava
646,16313494,Tyooughtul,"2026-08-07 04:48:52",80.550,1,yooughtul
647,16666673,"bahaa hamdan","2026-08-09 17:30:14",80.460,1,bahaahamdan
648,16430958,"Aryuemaan Chowdhury","2026-08-09 18:32:13",80.450,1,aryuemaanchowdhury
649,16654657,"Mohammed Maqsood L","2026-08-10 07:30:07",80.405,16,mohammedmaqsoodl
650,16654869,"Mohit Reddy","2026-08-09 04:27:19",80.210,1,mohitvarred
651,16509998,pwxc00,"2026-08-07 18:48:32",80.150,1,alert04
652,16668083,wyz0210,"2026-08-09 16:04:55",80.100,6,weiyouzhen
653,16324083,yaphanqiii,"2026-08-08 16:09:38",80.070,5,yaphanqiii
654,16663324,Randhir,"2026-08-08 02:48:59",80.055,2,randhir302
655,16369284,"Yang-Yang Yu","2026-08-08 10:55:13",79.830,1,realyuyangyang
656,16309917,Reinhard,"2026-08-10 00:19:06",79.830,15,trainhard
657,16416227,DataRegressor,"2026-08-07 17:07:59",79.665,1,azzamradman
658,16396013,"Yaozhong Hu","2026-08-07 06:29:27",79.425,1,"dresdeng,tonf3195,wuge18600116053,zerethon,zhyejan"
659,16488093,"Gaurav Goswami","2026-08-09 05:34:33",79.280,3,gauravgs1007
660,16644227,"Ci Zhu","2026-08-09 05:36:27",78.975,4,zhuci1993
661,16319960,CLJY_2026,"2026-08-07 23:07:11",78.795,3,cljy2026
